,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,AgeWhenSold,RenovatedAgeSold
326,120,3,32.0,0.03297897811933516,1,0,0,3,0,1,0,24,2,2,4,2,8,5,1,1,3,3,2,0.0,2,4,2,3,4,1.0,2.0,624,6,-0.28855396047015863,-1.0574232930581502,1.5080066528946898,1,0,1,4.0,1.4391902094218003,-0.7948908644380668,-0.1202005380086009,0.38733377646552886,2,0,1,1,1,1,2,6,6,2,3,1,1993.0,1,2,9.290254403784999e-05,5,5,2,0.22144364476785736,-0.2514529554036976,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,5,2,4,324000,15,15
327,20,3,80.0,0.10852050568204215,1,0,3,3,0,4,0,12,2,2,0,2,6,5,3,1,13,14,1,175.0,3,4,1,4,4,3.0,4.0,272,6,-0.28855396047015863,0.5675002080097605,0.7421167006494422,1,4,1,4.0,0.5700472777225514,-0.7948908644380668,-0.1202005380086009,-0.2520811486191212,0,0,1,1,3,1,3,7,6,0,0,1,1960.0,2,1,-0.8464735211609506,5,5,2,-0.7519181992725829,-0.025058459295287085,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,4,8,4,145250,46,46
329,70,4,60.0,-0.4122551710698822,1,0,3,3,0,0,0,9,2,2,0,5,5,5,1,1,13,15,2,0.0,3,4,2,4,4,2.0,5.0,0,6,-0.28855396047015863,0.06508653497762097,-1.0517981577345161,1,4,0,4.0,-1.465713100989677,0.5704268354042736,-0.1202005380086009,-0.6155580851999788,0,0,1,0,3,1,3,6,6,0,0,5,1920.0,3,1,-1.3282212650372702,2,2,0,-0.7519181992725829,-0.7042419476205184,1.8823215480410882,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,2,0,-0.08765777630136591,7,8,4,78000,89,59
331,20,3,70.0,-0.23452218712261133,1,0,3,3,0,4,0,12,2,2,0,2,5,6,1,1,13,14,2,0.0,3,4,1,4,4,3.0,4.0,432,6,-0.28855396047015863,-0.8084795811953783,-0.0032583421606650165,1,1,1,4.0,-0.2758150397347533,-0.7948908644380668,-0.1202005380086009,-0.8743688882104323,1,0,1,0,3,1,3,6,6,0,0,1,1958.0,2,1,-0.7716389201704544,5,5,2,-0.7519181992725829,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,8,8,4,139000,49,15
332,20,3,85.0,0.013843126972813893,1,0,0,3,0,4,0,16,2,2,0,2,8,5,1,1,12,13,1,296.0,2,4,2,3,4,3.0,2.0,532,2,2.680713081629849,2.3440530608486316,4.897525578456247,1,0,1,4.0,1.2063840670023587,-0.7948908644380668,-0.1202005380086009,0.2160619215321405,1,0,2,0,3,1,2,7,6,1,3,1,2003.0,2,3,1.9036980652397855,5,5,2,-0.7519181992725829,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,10,8,4,284000,6,5
333,120,4,59.0,-0.23231805767117955,1,0,3,3,0,3,0,16,2,2,4,2,7,5,1,1,12,13,3,146.0,2,4,2,3,4,0.0,2.0,368,6,-0.28855396047015863,0.16013777041613386,0.6851308411073851,1,0,1,4.0,0.5053789048282621,-0.7948908644380668,-0.1202005380086009,-0.2996566638783957,1,0,2,0,2,1,2,6,6,1,3,1,2004.0,2,2,0.051541690725004,5,5,2,0.7799299487254869,-0.2514529554036976,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,7,8,4,207000,4,4
334,60,3,59.0,-0.14775963689806987,1,0,0,3,0,4,0,8,2,2,0,5,6,5,1,1,12,13,2,0.0,3,4,2,3,4,1.0,2.0,422,6,-0.28855396047015863,-1.0234764232586813,-0.2608344272907632,1,2,1,4.0,-0.5681160852169412,0.7972161848747294,-0.1202005380086009,0.23318910702547932,1,0,2,1,3,1,3,7,6,2,5,1,1998.0,1,2,-0.004584260017868164,5,5,2,0.04591937780974518,-0.13070922414587863,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,7,8,4,192000,10,10
336,20,3,86.0,0.36470046055981636,1,0,0,1,0,0,0,22,2,2,0,2,9,5,3,1,12,13,3,200.0,2,4,2,1,4,1.0,2.0,567,6,-0.28855396047015863,0.23934713328156126,1.9707318323761938,1,0,1,4.0,1.96429739732343,-0.7948908644380668,-0.1202005380086009,0.7736469603708382,1,0,2,0,3,1,2,8,6,1,3,1,2005.0,1,3,0.9495569026109586,5,5,2,0.6682326879339611,0.06549933914807711,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,7,8,4,377426,2,1
337,20,3,70.0,-0.13844218058065377,1,0,3,3,0,4,0,5,2,2,0,2,7,5,1,1,12,13,1,113.0,2,4,2,3,4,0.0,2.0,413,6,-0.28855396047015863,0.35929273990635124,1.0908701610468319,1,0,1,4.0,0.9658177198356022,-0.7948908644380668,-0.1202005380086009,0.03908100476763915,1,0,2,0,3,1,2,7,6,0,0,1,2002.0,2,2,0.2760454936964926,5,5,2,0.7799299487254869,0.41263756651430644,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,12,8,4,214000,6,5
338,20,3,91.0,0.36349820813176265,1,0,3,3,0,0,0,14,2,2,0,2,7,7,1,1,13,14,2,0.0,2,4,1,3,4,2.0,0.0,65,6,-0.28855396047015863,0.9680732716434933,0.3432156838550423,1,0,1,4.0,1.185690187676186,-0.7948908644380668,-0.1202005380086009,0.2008377566491726,1,0,2,0,3,1,2,8,6,0,0,1,1984.0,2,2,-0.1542534619988606,5,5,2,0.10974638397633141,-0.025058459295287085,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,3,0.7185938594437076,5,8,4,202500,22,8
339,20,3,66.0,0.1886706675522883,1,0,0,3,0,4,0,12,1,2,0,2,6,7,3,1,13,14,1,176.0,3,4,1,4,1,3.0,4.0,284,6,-0.28855396047015863,0.14203277318975044,0.35917172452681834,1,4,1,0.0,0.13547581187292698,-0.7948908644380668,-0.1202005380086009,-0.5717886111614461,0,0,1,0,3,1,3,6,6,0,0,1,1958.0,3,1,-0.8230877083514206,5,5,2,-0.7519181992725829,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,3.926635407847944,-0.06866821893757184,0,0,0,-0.08765777630136591,6,8,4,155000,51,11
340,60,3,85.0,0.3681068424393018,1,0,3,3,0,4,0,23,2,2,0,5,8,5,1,1,12,13,2,0.0,2,4,2,3,4,3.0,5.0,0,6,-0.28855396047015863,0.9047057813511514,-0.20612800213038837,1,0,1,4.0,-0.43877933942836245,1.3011925170312981,-0.1202005380086009,0.7470046718256445,0,0,2,1,4,1,2,9,6,0,0,1,2002.0,1,2,-0.19634792505601473,5,5,2,0.32516252978856,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,4,8,4,202900,8,8
341,20,2,60.0,-0.2120801417989424,1,0,3,3,0,4,0,20,1,2,0,2,4,4,1,1,13,0,2,0.0,1,1,1,4,1,3.0,5.0,0,6,-0.28855396047015863,0.34797711663986164,-0.7668688600242304,1,2,1,4.0,-0.8319630466256417,-0.7948908644380668,-0.1202005380086009,-1.2835183194401933,0,0,1,0,2,1,3,4,6,0,0,4,1950.0,3,1,-0.8371191960371386,5,5,0,1.2426757434332374,-0.7042419476205184,0.03347380416390559,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,9,8,4,82000,59,59
343,120,3,63.0,-0.16709586344926675,1,0,0,3,0,4,0,16,2,2,4,2,9,5,3,1,8,8,1,616.0,0,4,2,1,4,3.0,2.0,7,6,-0.28855396047015863,2.4639986674734216,1.4282264495358101,1,0,1,4.0,1.3486544873697952,-0.7948908644380668,-0.1202005380086009,0.3207280551025445,0,0,2,0,2,1,0,6,6,1,1,1,2005.0,2,2,0.42571469567748504,5,5,2,3.197377807284941,0.38245163369985175,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,7,8,4,266000,3,3
344,160,4,36.0,-0.7939703169769293,1,0,3,3,0,4,0,10,2,2,4,5,5,3,1,1,5,5,2,0.0,3,4,1,3,4,3.0,4.0,31,1,1.1495879054321416,-0.8876889440608057,-1.1885642206354532,1,4,1,4.0,-1.6209171959359716,0.5246108052082219,-0.1202005380086009,-0.7677997340296573,0,0,1,1,3,1,3,4,6,0,0,1,1976.0,3,1,-0.640678368437086,5,5,2,0.7001461910172542,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,4,8,4,85000,34,34
345,50,3,65.0,-0.4089489768927345,1,0,3,3,0,4,0,3,6,2,0,0,6,5,1,1,8,8,2,0.0,3,4,0,4,4,3.0,5.0,0,6,-0.28855396047015863,0.916021404617641,-0.19473083022197696,1,2,1,4.0,-0.4931007726595655,0.591044048992497,-0.1202005380086009,0.11710484979284941,0,0,1,0,3,1,1,6,6,1,3,5,1939.0,3,1,-0.7529302699228303,5,5,2,-0.7519181992725829,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,10,8,4,140200,67,56
348,160,3,36.0,-0.8083973461135736,1,0,3,3,0,4,0,16,2,2,3,5,7,5,1,1,12,15,3,106.0,2,4,2,3,4,3.0,2.0,279,6,-0.28855396047015863,-0.8514789496080389,-0.6688531816118922,1,0,1,4.0,-1.0311416351400529,1.1797800370117613,-0.1202005380086009,0.21035285970102754,1,0,2,1,2,1,2,6,6,0,0,3,2003.0,2,2,0.0047700651059438635,5,5,2,-0.7519181992725829,-0.29673185462537965,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,10,8,4,154000,5,4
349,60,3,56.0,0.9932781050272218,1,0,1,3,0,4,0,16,2,2,0,5,9,5,3,1,5,5,1,870.0,0,4,2,1,4,3.0,2.0,602,6,-0.28855396047015863,-0.2924871602434513,1.8020536881317049,1,0,1,4.0,1.7728790135563335,1.2210144641882077,-0.1202005380086009,2.30748157232985,1,0,2,1,4,1,0,10,6,2,1,1,2006.0,1,3,1.089871779468139,5,5,2,-0.7519181992725829,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,4,6,5,437154,1,0
350,120,3,68.0,-0.2701890091548709,1,0,0,3,0,4,0,16,2,2,4,2,9,5,3,1,8,8,1,362.0,0,4,2,1,4,3.0,5.0,0,6,-0.28855396047015863,2.9460442186258797,1.8499218101470327,1,0,1,4.0,1.8272004467875365,-0.7948908644380668,-0.1202005380086009,0.6727868680211762,0,0,2,0,2,1,0,6,6,1,3,1,2007.0,2,2,0.6736043114585039,5,5,2,0.923540712600306,0.1107782383697592,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,12,6,5,318061,0,0
352,50,3,60.0,-0.14355175339988197,1,0,3,3,0,4,0,7,0,2,0,0,5,6,1,1,12,13,2,0.0,3,4,1,4,1,2.0,3.0,77,5,2.0670232336801604,-1.2837357583879427,-1.0062094701008704,1,4,0,4.0,-1.4139784026742457,0.33905588291421257,-0.1202005380086009,-0.7697027546400282,0,1,1,0,3,1,3,5,6,0,0,5,1941.0,3,1,-1.276772476856304,5,2,2,-0.36895616227306544,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,3,5,4,95000,67,58
353,30,4,60.0,-0.20005761751840548,1,0,3,3,0,4,0,17,2,2,0,2,6,8,1,1,12,13,2,0.0,3,2,0,4,4,3.0,5.0,0,6,-0.28855396047015863,0.1284540252699629,-0.9879739950474121,1,2,1,4.0,-1.1449579714340021,-0.7948908644380668,-0.1202005380086009,-1.5137838132950823,0,0,1,0,2,1,3,5,6,0,0,5,2005.0,3,2,0.051541690725004,5,5,2,0.09378963243468486,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,5,8,4,105900,82,7
354,50,3,60.0,-0.2120801417989424,1,0,3,0,0,4,0,18,2,2,0,0,6,5,1,1,13,8,2,0.0,3,4,1,4,4,3.0,3.0,164,6,-0.28855396047015863,-0.03449094976748776,-0.2676727304358101,1,0,1,4.0,0.07598090881018078,0.12830214401237475,-0.1202005380086009,0.15135922077952707,0,0,1,0,2,1,3,6,6,2,3,1,1940.0,3,1,-1.0896859743800633,5,5,2,-0.7519181992725829,-0.7042419476205184,1.407838498727475,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,6,8,4,140000,66,6
355,20,3,105.0,0.07335462216147165,1,0,1,3,0,4,0,5,2,2,0,2,6,5,1,1,12,13,2,0.0,2,2,2,3,2,3.0,0.0,129,1,3.0836407595766144,-0.5550096200260106,0.32498020880158407,1,0,1,4.0,0.09667478813635337,-0.7948908644380668,-0.1202005380086009,-0.6003339203170108,1,0,2,0,3,1,2,6,6,0,0,1,1995.0,2,2,0.2245967055155265,5,5,2,-0.7519181992725829,-0.31182482103260706,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,8,8,4,177500,12,12
357,120,4,44.0,-0.6304639867616272,1,0,3,3,0,4,0,10,2,2,4,2,5,5,1,1,5,5,2,0.0,3,4,2,3,4,3.0,0.0,444,6,-0.28855396047015863,-0.6772183513040986,0.19277301466401148,1,4,1,4.0,-0.053355836978397915,-0.7948908644380668,-0.1202005380086009,-0.7107091157185278,1,0,1,1,3,1,3,6,6,1,4,1,1976.0,1,2,0.2573368434488686,5,5,2,3.5244912138886955,0.6541250290299444,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,3,0,-0.08765777630136591,8,8,4,134000,31,31
358,80,3,92.0,-0.3593560642355197,1,0,0,3,0,4,0,4,2,2,0,7,5,4,3,1,13,7,1,120.0,3,4,1,4,4,0.0,1.0,109,5,1.5339189213198254,-0.22459342064451351,0.010418264129428693,1,0,1,1.0,0.4898584953336326,-0.7948908644380668,-0.1202005380086009,-0.3110747875406216,0,1,1,0,3,1,2,6,3,0,0,3,1958.0,3,1,-0.8651821714085747,5,5,2,0.5884489302257283,-0.7042419476205184,4.451074608118235,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,7,8,0,130000,48,48
359,60,3,78.0,0.14969765134288113,1,0,0,3,0,1,0,15,2,2,0,5,8,5,1,1,12,13,1,530.0,2,4,2,3,4,0.0,2.0,474,6,-0.28855396047015863,-0.9895295534592123,0.06512468928980353,1,0,1,4.0,-0.19821299226160605,1.1248008007764991,-0.1202005380086009,0.7774530015915802,1,0,2,1,3,1,2,7,6,1,5,1,1998.0,2,2,0.5566752474108534,5,5,2,0.9075839610586595,0.42773053292153385,-0.35920182285425706,-0.11629943710230206,6.437512199611835,-0.06866821893757184,0,0,0,-0.08765777630136591,6,8,4,280000,8,8
363,160,4,21.0,-0.8853415015090099,1,0,3,3,0,4,0,2,2,2,3,5,6,8,1,1,6,6,1,510.0,3,4,1,4,4,3.0,0.0,40,6,-0.28855396047015863,-0.5572727446793085,-1.3093742428646142,1,2,1,4.0,-1.758014146471865,0.3596730965024358,-0.1202005380086009,-1.0056773103260301,0,0,1,1,2,1,2,5,6,0,0,5,1972.0,3,1,-0.977434072894319,5,5,2,1.2426757434332374,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,5,8,4,118000,37,2
365,70,4,59.0,0.01734969655463716,1,0,3,3,0,4,0,9,2,2,0,5,5,7,3,1,12,13,2,0.0,3,2,1,4,1,3.0,4.0,207,6,-0.28855396047015863,-0.7949008332755908,-0.8785611447266625,1,2,1,0.0,-1.2691212473910376,0.7445277501492701,-0.1202005380086009,-0.3262989524235895,0,0,1,0,3,1,3,6,6,0,0,5,1964.0,3,1,-0.02329291026549222,5,2,2,-0.7519181992725829,1.2276577525045842,3.2076017892273874,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,7,8,4,147000,89,12
367,80,3,101.0,-0.13693936504558665,1,0,0,3,0,0,0,12,2,2,0,7,6,5,1,5,9,10,1,305.0,3,4,1,3,4,1.0,2.0,151,6,-0.28855396047015863,0.36381898921294714,0.09475733625167324,1,2,1,4.0,0.694210553679587,-0.7948908644380668,-0.1202005380086009,-0.160736159321314,0,1,1,0,3,1,3,6,6,1,3,2,1962.0,2,1,-0.8277648709133266,5,5,2,-0.2413021499398929,0.9559843571744917,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,12,8,4,165000,46,46
368,20,3,78.0,-0.27219276320162705,1,0,3,3,0,4,0,12,2,2,0,2,5,6,1,1,6,6,1,200.0,3,4,2,4,4,3.0,3.0,255,6,-0.28855396047015863,0.36381898921294714,0.47998174675597943,1,2,1,4.0,0.27257276240882045,-0.7948908644380668,-0.1202005380086009,-0.47092851881178405,0,0,1,0,2,1,3,7,6,1,3,1,1954.0,1,1,-1.0709773241324394,5,5,2,-0.7519181992725829,0.7748687602877633,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,3,8,4,132000,56,56
372,120,3,50.0,-0.33481007716275685,1,0,3,3,0,4,0,20,2,2,4,2,6,5,1,1,9,10,2,0.0,3,4,1,3,4,3.0,0.0,308,4,0.4615114092461274,-1.2837357583879427,-0.714441869245538,1,4,1,4.0,-1.0621824541293117,-0.7948908644380668,-0.1202005380086009,-1.4528871537632109,1,0,1,0,2,1,3,4,6,0,0,1,1984.0,3,1,-0.977434072894319,5,5,2,2.0644484478280356,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,1.3440192791765126,-0.06866821893757184,0,3,0,-0.08765777630136591,2,8,4,125000,26,26
373,20,3,79.0,0.011739185223719932,1,0,3,3,0,4,0,12,2,2,0,2,5,6,1,1,8,8,2,0.0,3,4,2,4,4,3.0,1.0,191,4,0.8272457630747296,-1.2837357583879427,-1.0244449451543287,1,4,1,4.0,0.4044962431131707,-0.7948908644380668,-0.1202005380086009,-0.37387446768286403,1,0,1,0,3,1,3,5,3,0,0,1,1953.0,3,1,-0.949371097522883,5,5,2,-0.22534539839824635,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,2,0,-0.08765777630136591,11,8,4,123000,56,56
374,60,3,65.0,-0.23211768226650395,1,0,3,3,0,4,0,5,2,2,0,5,7,5,1,1,12,13,2,0.0,2,4,2,3,4,3.0,5.0,0,6,-0.28855396047015863,0.6331308229554004,-0.47966012793226254,1,0,1,4.0,-0.8164426371310122,1.6814655676585273,-0.1202005380086009,0.7850650840330641,0,0,2,1,4,1,2,8,6,1,3,3,2003.0,1,2,-0.1823164373702967,5,5,2,0.04591937780974518,0.02022043992639501,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,7,8,4,219500,4,3
376,85,3,57.0,-0.16739642655628018,1,0,0,3,0,1,0,5,2,2,0,6,5,5,1,1,12,13,2,0.0,2,4,2,3,4,0.0,2.0,107,6,-0.28855396047015863,0.010771543298470755,-0.42723313715357003,1,0,1,4.0,-0.6431313977743168,-0.7948908644380668,-0.1202005380086009,-1.1445978148831115,0,0,1,0,2,1,3,5,6,0,0,5,1998.0,3,2,0.48184064642035723,5,5,2,-0.7519181992725829,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,7,8,4,148000,10,10
377,60,1,102.0,0.06273472571366404,1,0,0,3,0,0,0,21,2,2,0,5,8,5,1,1,5,5,2,0.0,2,4,2,3,4,3.0,5.0,0,6,-0.28855396047015863,2.2920011938227796,1.1911652738408522,1,0,1,4.0,1.0796340561295517,1.2347592732470232,-0.1202005380086009,1.8088901724126525,0,0,3,0,4,1,2,8,6,1,3,1,2004.0,2,2,0.6408641735251618,5,5,2,0.5166435482883187,2.5256528635261377,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,12,8,4,340000,3,2
378,20,3,88.0,0.08788183900045377,1,0,3,3,0,0,0,22,2,2,0,2,9,2,3,1,12,13,3,350.0,2,4,2,1,4,0.0,2.0,609,6,-0.28855396047015863,-0.35359152588249526,1.8202891631851632,1,0,1,4.0,1.793572892882506,-0.7948908644380668,-0.1202005380086009,0.6480476000863534,1,0,1,1,1,1,0,8,6,1,1,1,2010.0,1,3,1.6885485873921087,5,5,2,0.14963826283044782,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,6,6,5,394432,0,0
379,60,3,60.0,-0.23983213534651512,1,0,0,3,0,4,0,8,6,2,0,5,6,5,1,1,12,13,1,16.0,3,4,2,3,4,3.0,5.0,0,6,-0.28855396047015863,0.9386526511506204,-0.1719364864051541,1,0,1,4.0,-0.40256505060756037,1.0217147328353826,-0.1202005380086009,0.5414784459055784,0,0,2,1,3,1,3,7,6,1,5,1,2000.0,1,2,-0.046678723075022285,5,5,2,0.04591937780974518,0.2466149360348055,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,6,8,4,179000,9,9
380,50,3,50.0,-0.5527183297474885,1,2,3,3,0,4,0,18,2,2,0,0,5,6,1,1,3,14,2,0.0,3,4,0,4,4,3.0,3.0,67,6,-0.28855396047015863,0.5448689614767812,-0.07164137361113357,1,4,1,4.0,-0.3534170872079005,0.7284921395806518,-0.1202005380086009,0.3340491993751413,0,0,2,0,3,1,2,6,6,1,3,5,1924.0,3,1,-0.7716389201704544,5,5,2,-0.7519181992725829,-0.7042419476205184,3.60027741624555,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,5,8,4,127000,86,60
381,20,1,60.0,-0.33230538460431164,1,2,3,3,0,4,0,21,2,2,0,2,7,5,1,1,12,13,2,0.0,2,4,2,3,2,3.0,5.0,0,6,-0.28855396047015863,1.6424844183262752,0.5369676062980365,1,0,1,4.0,0.35793501462928234,-0.7948908644380668,-0.1202005380086009,-0.40812883866954164,1,0,2,0,2,1,2,5,6,1,3,1,2006.0,2,2,0.4631319961727332,5,5,2,0.9714109672252457,1.1220069876539926,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,8,6,5,187750,0,0
382,60,3,79.0,-0.12742153332349493,1,0,0,3,0,4,0,5,2,2,0,5,7,5,1,1,12,13,2,0.0,2,4,2,3,4,0.0,5.0,0,6,-0.28855396047015863,0.8413382910588095,-0.26995216481749235,1,0,1,4.0,-0.5784630248800275,1.1706168309725506,-0.1202005380086009,0.5357693840744655,0,0,2,1,3,1,2,8,6,0,0,1,2006.0,2,2,0.776501887820436,5,5,2,0.39696791172596946,0.09568527196253183,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,4,8,4,213500,1,1
383,45,2,60.0,-0.1519675203962578,1,0,3,3,0,0,0,20,2,2,0,1,6,3,1,1,13,14,2,0.0,3,4,0,2,1,3.0,5.0,0,6,-0.28855396047015863,0.490553969797631,-0.6232644939782465,1,4,0,0.0,-0.9794069368246214,-0.7948908644380668,-0.1202005380086009,-1.3919904942313392,0,0,1,0,2,1,3,5,6,0,0,5,1950.0,3,2,-0.5284264669513417,2,2,0,-0.7519181992725829,-0.7042419476205184,1.129693262922943,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,10,8,4,76000,81,59
385,120,3,43.0,-0.7348595725976228,1,0,3,3,0,4,0,0,2,2,4,2,8,5,1,1,12,13,1,16.0,2,4,2,3,4,3.0,2.0,4,6,-0.28855396047015863,1.5044338144751017,0.452628534175792,1,0,1,4.0,0.275159497324592,-0.7948908644380668,-0.1202005380086009,-0.4690254982014131,0,0,2,0,2,1,2,6,6,1,5,1,2004.0,1,2,-0.20102508761792076,5,5,2,0.412924663267616,-0.4023826194759712,-0.35920182285425706,-0.11629943710230206,2.3125003274282996,-0.06866821893757184,0,0,0,-0.08765777630136591,4,8,4,192000,6,5
387,80,3,72.0,-0.33230538460431164,1,0,3,3,0,4,0,7,2,2,0,7,6,6,3,1,8,8,1,255.0,3,4,1,4,4,0.0,0.0,313,6,-0.28855396047015863,-0.3558546505357932,-0.03744985788589929,1,0,1,4.0,-0.09733033054651467,-0.7948908644380668,-0.1202005380086009,-0.7430604660948346,1,0,1,0,3,1,3,6,6,1,2,5,1977.0,3,1,-0.5658437674465899,5,5,2,1.6096810288911083,-0.7042419476205184,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,2,0,-0.08765777630136591,10,8,0,125000,33,33
388,20,3,93.0,-0.11369581810321527,1,0,0,3,0,1,0,5,2,2,0,2,7,5,1,1,12,13,1,125.0,2,4,2,3,4,3.0,5.0,0,6,-0.28855396047015863,2.038531232653412,0.9358686230924363,1,0,1,4.0,0.8183738296366224,-0.7948908644380668,-0.1202005380086009,-0.06939117002350684,0,0,2,0,3,1,2,6,6,0,0,1,1999.0,2,2,0.48651780898226327,5,5,2,0.2054868932262108,-0.3269177874398344,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,7,8,4,191000,9,8
389,60,3,96.0,0.19608455752528606,1,0,3,3,0,4,0,16,2,2,0,5,10,5,1,1,12,13,3,272.0,0,4,2,1,4,0.0,2.0,574,6,-0.28855396047015863,-0.3739596477621766,1.4236675807724455,1,0,1,4.0,1.4986851124845464,0.5566820263454582,-0.1202005380086009,1.553885410622941,1,0,2,1,3,1,0,9,6,1,1,3,2008.0,1,3,1.7446745381349809,5,5,2,0.81184345180878,1.3182155509479485,-0.35920182285425706,-0.11629943710230206,-0.27011580124313217,-0.06866821893757184,0,0,0,-0.08765777630136591,8,6,5,426000,1,0
